skill,associated_skill,n_together,pct_of_skill_postings,pct_of_all_postings,lift,z
Data Governance,Microsoft Fabric,129,9.08,1.66,5.461,3.11
Data Governance,Azure Data Factory,93,6.54,1.0,6.523,3.1
Data Governance,Data Transformation,149,10.49,2.07,5.067,3.1
Data Governance,Semantic Modeling,65,4.57,0.58,7.954,3.03
Data Governance,Enterprise Architecture,101,7.11,1.25,5.701,2.87
Data Governance,Data Warehouses/Sql,182,12.81,3.03,4.226,2.78
Data Governance,Dbt,163,11.47,2.61,4.393,2.76
Data Governance,Informatica,70,4.93,0.74,6.668,2.74
Data Governance,Etl Pipelines,122,8.59,1.75,4.905,2.71
Data Governance,Power Bi,510,35.89,11.87,3.023,2.7
Data Governance,Redshift,128,9.01,1.93,4.675,2.63
Data Governance,Dataops,53,3.73,0.51,7.343,2.58
Data Governance,Azure Synapse Analytics,53,3.73,0.51,7.343,2.58
Data Governance,Data Security,161,11.33,2.76,4.102,2.51
Data Governance,DAX,86,6.05,1.12,5.4,2.51
Data Governance,Data Ingestion,132,9.29,2.11,4.399,2.49
Data Governance,Performance Tuning,127,8.94,2.01,4.454,2.48
Data Governance,Data Integrity,216,15.2,4.19,3.625,2.44
Data Governance,Analytics Tools,232,16.33,4.63,3.526,2.42
Data Governance,Azure Data Lake,52,3.66,0.54,6.81,2.4
Data Governance,Cloud Data Warehouses,57,4.01,0.63,6.37,2.38
Data Governance,Physical Data Model,37,2.6,0.31,8.27,2.35
Data Governance,Delta Lake,56,3.94,0.63,6.301,2.34
Data Governance,Data Infrastructure,158,11.12,2.88,3.861,2.29
Data Governance,Security And Compliance Standards,160,11.26,2.97,3.794,2.25
Data Governance,Aws Glue,83,5.84,1.19,4.917,2.24
Data Governance,Advanced Analytics,201,14.14,4.04,3.503,2.23
Data Governance,Unity Catalog,37,2.6,0.34,7.658,2.22
Data Governance,Fivetran,47,3.31,0.52,6.303,2.14
Data Governance,Airflow,150,10.56,2.85,3.698,2.1
Data Governance,Data Mesh,30,2.11,0.26,7.983,2.07
Data Governance,Modern Data Stack,47,3.31,0.55,6.015,2.05
Data Infrastructure,Data Pipelines,373,54.37,9.85,5.521,3.98
Data Infrastructure,Data Engineering,323,47.08,8.84,5.328,3.58
Data Infrastructure,Dbt,132,19.24,2.61,7.369,3.05
Data Infrastructure,Airflow,139,20.26,2.85,7.098,3.03
Data Infrastructure,ELT,130,18.95,2.67,7.087,2.93
Data Infrastructure,Redshift,106,15.45,1.93,8.02,2.92
Data Infrastructure,Etl,255,37.17,8.03,4.631,2.73
Data Infrastructure,Snowflake,201,29.3,6.21,4.719,2.48
Data Infrastructure,Bigquery,118,17.2,2.83,6.08,2.45
Data Infrastructure,Data Architecture,134,19.53,3.45,5.654,2.44
Data Infrastructure,Data Lakes,123,17.93,3.1,5.78,2.38
Data Infrastructure,Data Modeling,274,39.94,10.1,3.956,2.33
Data Infrastructure,Data Quality,255,37.17,9.39,3.957,2.25
Data Infrastructure,Kinesis,40,5.83,0.55,10.523,2.17
Data Infrastructure,Kafka,98,14.29,2.47,5.788,2.13
Data Infrastructure,Data Warehousing,154,22.45,4.92,4.563,2.08
Data Infrastructure,Etl Pipelines,77,11.22,1.75,6.412,2.07
Data Ingestion,Data Pipelines,276,54.87,9.85,5.572,2.85
Data Ingestion,Data Engineering,248,49.3,8.84,5.58,2.71
Data Ingestion,Data Lakes,122,24.25,3.1,7.819,2.59
Data Ingestion,Etl,196,38.97,8.03,4.855,2.06
Data Ingestion,ELT,93,18.49,2.67,6.914,2.03
Data Integration,Etl,352,49.44,8.03,6.16,4.25
Data Integration,Etl Processes,147,20.65,2.08,9.916,4.01
Data Integration,ELT,140,19.66,2.67,7.353,3.12
Data Integration,Data Modeling,327,45.93,10.1,4.549,2.97
Data Integration,Talend,44,6.18,0.4,15.496,2.9
Data Integration,Data Architecture,155,21.77,3.45,6.301,2.87
Data Integration,Data Governance,211,29.63,5.97,4.968,2.64
Data Integration,Data Lakes,136,19.1,3.1,6.157,2.63
Data Integration,Informatica,56,7.87,0.74,10.646,2.6
Data Integration,Data Quality,287,40.31,9.39,4.291,2.58
Data Integration,Azure Data Factory,66,9.27,1.0,9.239,2.55
Data Integration,Data Pipelines,293,41.15,9.85,4.179,2.51
Data Integration,Data Warehousing,178,25.0,4.92,5.081,2.48
Data Integration,Data Platforms,150,21.07,4.09,5.153,2.31
Data Integration,Etl Pipelines,85,11.94,1.75,6.82,2.28
Data Integration,Metadata Management,107,15.03,2.62,5.737,2.18
Data Integration,Data Transformation,91,12.78,2.07,6.176,2.16
Data Integration,Data Engineering,248,34.83,8.84,3.942,2.13
Data Integration,Data Warehouses/Sql,116,16.29,3.03,5.376,2.13
Data Integration,Azure Data Lake,39,5.48,0.54,10.194,2.1
Data Integration,Microsoft Fabric,77,10.81,1.66,6.506,2.08
Data Integration,Warehousing,132,18.54,3.8,4.88,2.04
Data Integrity,Dashboard Development,437,43.74,14.11,3.1,2.87
Data Integrity,Data Governance,216,21.62,5.97,3.625,2.49
Data Integrity,Data Quality,295,29.53,9.39,3.143,2.4
Data Integrity,Data Management,250,25.03,7.56,3.308,2.38
Data Integrity,Reporting Tools,130,13.01,3.23,4.031,2.19
Data Integrity,Data Migration,64,6.41,1.22,5.263,2.0
Data Lakes,Azure Data Lake,109,14.75,0.54,27.451,6.11
Data Lakes,Databricks,309,41.81,4.8,8.707,5.18
Data Lakes,ELT,214,28.96,2.67,10.829,5.07
Data Lakes,Data Engineering,426,57.65,8.84,6.524,4.74
Data Lakes,Delta Lake,86,11.64,0.63,18.606,4.47
Data Lakes,Azure Data Factory,106,14.34,1.0,14.297,4.27
Data Lakes,Etl,371,50.2,8.03,6.255,4.24
Data Lakes,Data Platforms,239,32.34,4.09,7.91,4.21
Data Lakes,Data Pipelines,423,57.24,9.85,5.812,4.2
Data Lakes,Pyspark,335,45.33,7.06,6.416,4.13
Data Lakes,Data Architecture,202,27.33,3.45,7.912,3.87
Data Lakes,Microsoft Fabric,128,17.32,1.66,10.42,3.81
Data Lakes,Azure Synapse Analytics,65,8.8,0.51,17.317,3.74
Data Lakes,Aws Glue,101,13.67,1.19,11.505,3.63
Data Lakes,Data Warehousing,241,32.61,4.92,6.629,3.61
Data Lakes,Data Modeling,389,52.64,10.1,5.214,3.56
Data Lakes,Metadata Management,157,21.24,2.62,8.111,3.48
Data Lakes,Data Governance,256,34.64,5.97,5.807,3.26
Data Lakes,Data Warehouses/Sql,164,22.19,3.03,7.322,3.26
Data Lakes,Kafka,142,19.22,2.47,7.785,3.2
Data Lakes,Etl Pipelines,114,15.43,1.75,8.813,3.17
Data Lakes,Data Ingestion,122,16.51,2.11,7.819,2.98
Data Lakes,Kinesis,55,7.44,0.55,13.431,2.96
Data Lakes,Unity Catalog,42,5.68,0.34,16.715,2.94
Data Lakes,Redshift,112,15.16,1.93,7.866,2.87
Data Lakes,Dimensional Modeling,68,9.2,0.85,10.852,2.86
Data Lakes,Data Quality,324,43.84,9.39,4.667,2.82
Data Lakes,Apache Flink,55,7.44,0.6,12.398,2.81
Data Lakes,Data Processing,178,24.09,4.22,5.704,2.66
Data Lakes,Azure,392,53.04,12.81,4.142,2.61
Data Lakes,Airflow,132,17.86,2.85,6.257,2.52
Data Lakes,Data Integration,136,18.4,2.99,6.157,2.52
Data Lakes,Warehousing,160,21.65,3.8,5.699,2.52
Data Lakes,S3,122,16.51,2.56,6.458,2.5
Data Lakes,Parquet,33,4.47,0.29,15.417,2.49
Data Lakes,Snowflake,222,30.04,6.21,4.839,2.45
Data Lakes,Etl Processes,104,14.07,2.08,6.759,2.41
Data Lakes,Performance Tuning,101,13.67,2.01,6.811,2.4
Data Lakes,Data Mesh,30,4.06,0.26,15.35,2.37
Data Lakes,Medallion Architecture,31,4.19,0.3,13.879,2.27
Data Lakes,Data Infrastructure,123,16.64,2.88,5.78,2.24
Data Lakes,Data Transformation,94,12.72,2.07,6.146,2.09
Data Lineage,Metadata Management,76,40.64,2.62,15.515,2.08
Data Management,Sql Databases,731,40.57,10.53,3.852,6.62
Data Management,Data Quality,577,32.02,9.39,3.408,5.1
Data Management,Data Governance,420,23.31,5.97,3.907,5.08
Data Management,Metadata Management,221,12.26,2.62,4.682,4.4
Data Management,Informatica,87,4.83,0.74,6.535,3.61
Data Management,Data Architecture,231,12.82,3.45,3.711,3.55
Data Management,Data Integration,199,11.04,2.99,3.695,3.28
Data Management,Data Integrity,250,13.87,4.19,3.308,3.22
Data Management,Data Collection,188,10.43,2.82,3.704,3.2
Data Management,Data Strategy,146,8.1,2.04,3.971,3.04
Data Management,Data Warehouses/Sql,178,9.88,3.03,3.259,2.66
Data Management,Quality Control,141,7.82,2.19,3.578,2.66
Data Management,Backup And Recovery,33,1.83,0.23,8.079,2.57
Data Management,Sql Server,193,10.71,3.52,3.045,2.53
Data Management,Data Lakes,170,9.43,3.1,3.041,2.37
Data Management,Data Lineage,63,3.5,0.78,4.454,2.24
Data Management,Clinical Trial Design And Execution,49,2.72,0.58,4.728,2.09
Data Management,Data Entry,55,3.05,0.71,4.328,2.04
Data Management,Database Design,81,4.5,1.24,3.618,2.04
Data Migration,Migration Strategies,263,90.69,3.04,29.881,7.05
Data Mining,Parallel And Distributed Computing,45,6.57,0.25,26.082,3.87
Data Mining,Algorithms,196,28.61,6.88,4.161,2.43
Data Mining,Statistical Analysis,130,18.98,4.06,4.68,2.22
Data Mining,Sas,96,14.01,2.59,5.411,2.17
Data Mining,Statistics,252,36.79,11.07,3.325,2.12
Data Modeling,Etl,931,38.71,8.03,4.823,9.17
Data Modeling,ELT,443,18.42,2.67,6.889,8.65
Data Modeling,Data Engineering,942,39.17,8.84,4.433,8.41
Data Modeling,Data Quality,950,39.5,9.39,4.205,7.94
Data Modeling,Data Warehousing,608,25.28,4.92,5.139,7.88
Data Modeling,Data Pipelines,956,39.75,9.85,4.036,7.57
Data Modeling,Data Governance,654,27.19,5.97,4.559,7.22
Data Modeling,Warehousing,482,20.04,3.8,5.275,7.19
Data Modeling,Dbt,376,15.63,2.61,5.988,7.12
Data Modeling,Data Architecture,445,18.5,3.45,5.356,7.01
Data Modeling,Etl Processes,303,12.6,2.08,6.051,6.44
Data Modeling,Dimensional Modeling,177,7.36,0.85,8.679,6.41
Data Modeling,Data Lakes,389,16.17,3.1,5.214,6.39
Data Modeling,Etl Pipelines,269,11.19,1.75,6.39,6.35
Data Modeling,Snowflake,606,25.2,6.21,4.059,6.06
Data Modeling,Redshift,262,10.89,1.93,5.654,5.65
Data Modeling,Data Warehouses/Sql,351,14.59,3.03,4.815,5.6
Data Modeling,Metadata Management,311,12.93,2.62,4.937,5.41
Data Modeling,DAX,179,7.44,1.12,6.641,5.34
Data Modeling,Data Integration,327,13.6,2.99,4.549,5.09
Data Modeling,Data Platforms,406,16.88,4.09,4.129,5.06
Data Modeling,Data Transformation,253,10.52,2.07,5.083,5.02
Data Modeling,Semantic Modeling,113,4.7,0.58,8.17,4.93
Data Modeling,Databricks,433,18.0,4.8,3.749,4.6
Data Modeling,Airflow,294,12.22,2.85,4.283,4.5
Data Modeling,Performance Tuning,230,9.56,2.01,4.766,4.48
Data Modeling,Microsoft Fabric,198,8.23,1.66,4.953,4.33
Data Modeling,Azure Data Factory,142,5.9,1.0,5.885,4.31
Data Modeling,Cloud Data Warehouses,104,4.32,0.63,6.868,4.18
Data Modeling,Aws Glue,154,6.4,1.19,5.39,4.14
Data Modeling,Schema Design,106,4.41,0.67,6.603,4.09
Data Modeling,Physical Data Model,68,2.83,0.31,8.981,4.06
Data Modeling,Data Infrastructure,274,11.39,2.88,3.956,3.93
Data Modeling,Data Lineage,112,4.66,0.78,5.933,3.85
Data Modeling,Fivetran,86,3.58,0.52,6.815,3.77
Data Modeling,Reporting And Analytics,261,10.85,2.8,3.876,3.74
Data Modeling,Data Ingestion,213,8.86,2.11,4.194,3.73
Data Modeling,Data Marts,66,2.74,0.39,7.106,3.41
Data Modeling,Azure Synapse Analytics,77,3.2,0.51,6.303,3.36
Data Modeling,Data Strategy,191,7.94,2.04,3.893,3.21
Data Modeling,Relational Databases,238,9.9,2.8,3.529,3.12
Data Modeling,Modern Data Stack,76,3.16,0.55,5.747,3.08
Data Modeling,Medallion Architecture,52,2.16,0.3,7.154,3.04
Data Modeling,Azure Data Lake,74,3.08,0.54,5.726,3.03
Data Modeling,Analytics Tools,346,14.39,4.63,3.107,3.02
Data Modeling,Bi Tools,210,8.73,2.42,3.605,3.02
Data Modeling,SSAS,77,3.2,0.59,5.448,2.96
Data Modeling,Kinesis,74,3.08,0.55,5.553,2.95
Data Modeling,Delta Lake,80,3.33,0.63,5.318,2.95
Data Modeling,Advanced Analytics,307,12.77,4.04,3.161,2.94
Data Modeling,Data Processing,318,13.22,4.22,3.131,2.94
Data Modeling,Informatica,88,3.66,0.74,4.953,2.88
Data Modeling,Firehose,31,1.29,0.13,9.596,2.85
Data Modeling,Row-Level Security,45,1.87,0.26,7.075,2.81
Data Modeling,Logical Data Model,34,1.41,0.16,8.635,2.8
Data Modeling,Bigquery,226,9.4,2.83,3.321,2.75
Data Modeling,Looker,220,9.15,2.75,3.332,2.73
Data Modeling,Great Expectations,41,1.7,0.24,7.252,2.73
Data Modeling,Ssis,79,3.28,0.68,4.83,2.66
Data Modeling,Power Query,97,4.03,0.92,4.367,2.64
Data Modeling,Unity Catalog,49,2.04,0.34,5.992,2.57
Data Modeling,Data Warehouse Architecture,44,1.83,0.29,6.226,2.51
Data Modeling,Database Design,116,4.82,1.24,3.882,2.49
Data Modeling,Database Technologies,194,8.07,2.49,3.246,2.45
Data Modeling,Kafka,192,7.98,2.47,3.234,2.42
Data Modeling,S3,193,8.02,2.56,3.139,2.3
Data Modeling,Emr,96,3.99,1.02,3.913,2.29
Data Modeling,Data Migration,109,4.53,1.22,3.723,2.28
Data Modeling,Pipeline Management,103,4.28,1.13,3.793,2.28
Data Modeling,Dataops,57,2.37,0.51,4.666,2.18
Data Modeling,Data Mesh,37,1.54,0.26,5.817,2.17
Data Modeling,Data Contracts,42,1.75,0.33,5.334,2.14
Data Modeling,Talend,46,1.91,0.4,4.796,2.02
Data Pipelines,Data Engineering,1101,46.93,8.84,5.311,10.43
Data Pipelines,Etl,984,41.94,8.03,5.226,9.7
Data Pipelines,ELT,435,18.54,2.67,6.934,8.29
Data Pipelines,Airflow,451,19.22,2.85,6.735,8.25
Data Pipelines,Data Lakes,423,18.03,3.1,5.812,7.03
Data Pipelines,Data Modeling,956,40.75,10.1,4.036,7.03
Data Pipelines,Data Processing,510,21.74,4.22,5.148,6.86
Data Pipelines,Etl Processes,315,13.43,2.08,6.449,6.65
Data Pipelines,Data Warehousing,537,22.89,4.92,4.653,6.3
Data Pipelines,Data Infrastructure,373,15.9,2.88,5.521,6.29
Data Pipelines,Dbt,348,14.83,2.61,5.681,6.24
Data Pipelines,Pyspark,688,29.33,7.06,4.151,6.19
Data Pipelines,Etl Pipelines,264,11.25,1.75,6.429,6.07
Data Pipelines,Data Quality,829,35.34,9.39,3.761,5.9
Data Pipelines,Databricks,502,21.4,4.8,4.456,5.78
Data Pipelines,Snowflake,603,25.7,6.21,4.14,5.77
Data Pipelines,Redshift,261,11.13,1.93,5.774,5.48
Data Pipelines,Data Ingestion,276,11.76,2.11,5.572,5.45
Data Pipelines,Data Architecture,381,16.24,3.45,4.701,5.36
Data Pipelines,Kafka,294,12.53,2.47,5.077,5.13
Data Pipelines,Data Platforms,417,17.77,4.09,4.347,5.11
Data Pipelines,Aws Glue,181,7.72,1.19,6.494,5.07
Data Pipelines,Warehousing,393,16.75,3.8,4.41,5.05
Data Pipelines,Azure Data Factory,162,6.91,1.0,6.883,5.02
Data Pipelines,Orchestration Tools,573,24.42,6.65,3.676,4.73
Data Pipelines,Data Governance,519,22.12,5.97,3.709,4.56
Data Pipelines,Unstructured Data,228,9.72,1.93,5.044,4.48
Data Pipelines,Data Transformation,233,9.93,2.07,4.799,4.29
Data Pipelines,Ci/Cd,695,29.62,9.04,3.278,4.26
Data Pipelines,S3,263,11.21,2.56,4.385,4.1
Data Pipelines,Pipeline Management,150,6.39,1.13,5.662,4.08
Data Pipelines,Data Integration,293,12.49,2.99,4.179,4.07
Data Pipelines,Data Warehouses/Sql,290,12.36,3.03,4.079,3.91
Data Pipelines,Metadata Management,256,10.91,2.62,4.166,3.78
Data Pipelines,Scala,225,9.59,2.28,4.208,3.59
Data Pipelines,Fivetran,84,3.58,0.52,6.824,3.59
Data Pipelines,Bigquery,263,11.21,2.83,3.962,3.58
Data Pipelines,Kinesis,85,3.62,0.55,6.539,3.49
Data Pipelines,Azure Data Lake,83,3.54,0.54,6.584,3.47
Data Pipelines,Performance Tuning,201,8.57,2.01,4.27,3.46
Data Pipelines,Feature Engineering,175,7.46,1.69,4.42,3.37
Data Pipelines,Delta Lake,89,3.79,0.63,6.065,3.35
Data Pipelines,Big Data Technologies,362,15.43,4.52,3.413,3.31
Data Pipelines,Azure Synapse Analytics,77,3.28,0.51,6.462,3.29
Data Pipelines,Database Technologies,225,9.59,2.49,3.859,3.19
Data Pipelines,Observability,342,14.58,4.34,3.362,3.13
Data Pipelines,Schema Design,88,3.75,0.67,5.62,3.1
Data Pipelines,AWS Lambda,177,7.54,1.84,4.103,3.08
Data Pipelines,Talend,62,2.64,0.4,6.627,3.01
Data Pipelines,Apache Flink,79,3.37,0.6,5.61,2.93
Data Pipelines,Dagster,57,2.43,0.37,6.503,2.84
Data Pipelines,Microsoft Fabric,157,6.69,1.66,4.026,2.83
Data Pipelines,Version Control Systems,348,14.83,4.74,3.13,2.73
Data Pipelines,Medallion Architecture,48,2.05,0.3,6.77,2.7
Data Pipelines,Dimensional Modeling,94,4.01,0.85,4.725,2.68
Data Pipelines,Mlops,284,12.11,3.72,3.259,2.68
Data Pipelines,Parquet,46,1.96,0.29,6.77,2.64
Data Pipelines,Engineering Best Practices,247,10.53,3.15,3.344,2.63
Data Pipelines,Relational Databases,224,9.55,2.8,3.405,2.59
Data Pipelines,Ci/Cd Pipelines,330,14.07,4.56,3.086,2.58
Data Pipelines,Cloud Data Warehouses,74,3.15,0.63,5.009,2.53
Data Pipelines,Data Lineage,86,3.67,0.78,4.67,2.52
Data Pipelines,Great Expectations,39,1.66,0.24,7.072,2.52
Data Pipelines,Unity Catalog,49,2.09,0.34,6.143,2.51
Data Pipelines,Emr,103,4.39,1.02,4.304,2.5
Data Pipelines,Dataflow,51,2.17,0.37,5.819,2.44
Data Pipelines,Apache Beam,41,1.75,0.28,6.308,2.35
Data Pipelines,Pub/Sub,42,1.79,0.29,6.181,2.34
Data Pipelines,Real-Time Data Streaming,42,1.79,0.29,6.093,2.31
Data Pipelines,Informatica,78,3.32,0.74,4.5,2.3
Data Pipelines,Ssis,73,3.11,0.68,4.576,2.27
Data Pipelines,Model Training,162,6.91,2.0,3.449,2.25
Data Pipelines,Modern Data Stack,62,2.64,0.55,4.806,2.21
Data Pipelines,Infrastructure-As-Code,84,3.58,0.85,4.202,2.19
Data Pipelines,Streaming Technologies,59,2.51,0.53,4.717,2.12
Data Pipelines,Data Contracts,42,1.79,0.33,5.468,2.09
Data Pipelines,Data Warehouse Architecture,39,1.66,0.29,5.657,2.08
Data Pipelines,Hadoop,168,7.16,2.2,3.249,2.05
Data Platforms,Data Lakes,239,24.54,3.1,7.91,4.88
Data Platforms,Databricks,297,30.49,4.8,6.35,4.51
Data Platforms,Data Engineering,443,45.48,8.84,5.147,4.46
Data Platforms,Snowflake,348,35.73,6.21,5.755,4.44
Data Platforms,Data Architecture,226,23.2,3.45,6.716,4.14
Data Platforms,Data Governance,317,32.55,5.97,5.456,4.01
Data Platforms,ELT,186,19.1,2.67,7.142,3.96
Data Platforms,Metadata Management,179,18.38,2.62,7.016,3.82
Data Platforms,Data Pipelines,417,42.81,9.85,4.347,3.52
Data Platforms,Data Quality,386,39.63,9.39,4.218,3.25
Data Platforms,Data Modeling,406,41.68,10.1,4.129,3.24
Data Platforms,Data Warehousing,237,24.33,4.92,4.946,3.11
Data Platforms,Data Mesh,40,4.11,0.26,15.529,3.1
Data Platforms,Microsoft Fabric,111,11.4,1.66,6.856,2.95
Data Platforms,Etl,325,33.37,8.03,4.157,2.92
Data Platforms,Data Strategy,121,12.42,2.04,6.089,2.76
Data Platforms,Azure Synapse Analytics,49,5.03,0.51,9.904,2.6
Data Platforms,Data Integration,150,15.4,2.99,5.153,2.59
Data Platforms,Airflow,145,14.89,2.85,5.215,2.58
Data Platforms,Pyspark,277,28.44,7.06,4.025,2.57
Data Platforms,Enterprise Architecture,83,8.52,1.25,6.835,2.54
Data Platforms,Data Transformation,113,11.6,2.07,5.606,2.46
Data Platforms,Azure Data Lake,48,4.93,0.54,9.172,2.44
Data Platforms,Redshift,107,10.99,1.93,5.702,2.43
Data Platforms,Azure,425,43.63,12.81,3.407,2.41
Data Platforms,Data Ingestion,112,11.5,2.11,5.446,2.38
Data Platforms,Kafka,121,12.42,2.47,5.033,2.27
Data Platforms,Azure Data Factory,66,6.78,1.0,6.754,2.24
Data Platforms,Dbt,124,12.73,2.61,4.876,2.21
Data Platforms,Aws Glue,71,7.29,1.19,6.136,2.13
Data Platforms,Kinesis,43,4.41,0.55,7.967,2.08
Data Platforms,Advanced Analytics,161,16.53,4.04,4.093,2.01
Data Platforms,Observability,170,17.45,4.34,4.025,2.01
Data Privacy,Gdpr,93,20.39,1.38,14.812,3.45
Data Privacy,Data Security,92,20.18,2.76,7.304,2.11
Data Processing,Data Pipelines,510,50.7,9.85,5.148,5.05
Data Processing,Pyspark,391,38.87,7.06,5.501,4.72
Data Processing,Airflow,179,17.79,2.85,6.233,3.59
Data Processing,Data Engineering,382,37.97,8.84,4.297,3.54
Data Processing,Data Lakes,178,17.69,3.1,5.704,3.29
Data Processing,ELT,155,15.41,2.67,5.762,3.1
Data Processing,Kafka,144,14.31,2.47,5.799,3.01
Data Processing,Apache Flink,54,5.37,0.6,8.942,2.62
Data Processing,Etl,302,30.02,8.03,3.74,2.6
Data Processing,Databricks,207,20.58,4.8,4.285,2.59
Data Processing,Big Data Technologies,197,19.58,4.52,4.331,2.57
Data Processing,Aws Glue,79,7.85,1.19,6.61,2.51
Data Processing,Data Ingestion,111,11.03,2.11,5.226,2.38
Data Processing,Etl Pipelines,97,9.64,1.75,5.508,2.35
Data Processing,Data Infrastructure,133,13.22,2.88,4.591,2.26
Data Processing,Scala,112,11.13,2.28,4.884,2.23
Data Processing,Model Deployment,82,8.15,1.48,5.501,2.16
Data Processing,AWS Lambda,94,9.34,1.84,5.082,2.13
Data Processing,Database Technologies,114,11.33,2.49,4.56,2.08
Data Processing,Apache Beam,28,2.78,0.28,10.046,2.05
Data Processing,Redshift,94,9.34,1.93,4.849,2.02
Data Quality,Data Governance,710,31.72,5.97,5.318,8.83
Data Quality,Data Modeling,950,42.45,10.1,4.205,8.04
Data Quality,Data Engineering,826,36.91,8.84,4.177,7.43
Data Quality,ELT,368,16.44,2.67,6.149,7.19
Data Quality,Data Pipelines,829,37.04,9.85,3.761,6.54
Data Quality,Etl,710,31.72,8.03,3.953,6.45
Data Quality,Metadata Management,329,14.7,2.62,5.612,6.29
Data Quality,Dbt,308,13.76,2.61,5.271,5.76
Data Quality,Data Architecture,368,16.44,3.45,4.76,5.7
Data Quality,Data Warehousing,460,20.55,4.92,4.178,5.54
Data Quality,Data Lakes,324,14.48,3.1,4.667,5.24
Data Quality,Data Platforms,386,17.25,4.09,4.218,5.13
Data Quality,Snowflake,512,22.88,6.21,3.685,4.99
Data Quality,Data Management,577,25.78,7.56,3.408,4.74
Data Quality,Etl Processes,229,10.23,2.08,4.914,4.64
Data Quality,Etl Pipelines,204,9.12,1.75,5.207,4.63
Data Quality,Data Warehouses/Sql,294,13.14,3.03,4.334,4.61
Data Quality,Data Lineage,122,5.45,0.78,6.944,4.54
Data Quality,Data Integration,287,12.82,2.99,4.291,4.5
Data Quality,Data Transformation,222,9.92,2.07,4.793,4.46
Data Quality,Redshift,208,9.29,1.93,4.824,4.34
Data Quality,Databricks,390,17.43,4.8,3.629,4.26
Data Quality,Dimensional Modeling,120,5.36,0.85,6.323,4.19
Data Quality,Airflow,265,11.84,2.85,4.148,4.16
Data Quality,Warehousing,317,14.16,3.8,3.728,3.98
Data Quality,Data Ingestion,207,9.25,2.11,4.38,3.91
